Serial Number,sub_district,district,state,total_area_sq_km,estimated_population,current_green_cover_sq_km,targeted_green_cover_sq_km,greenery_deficit_sq_km,annual_mean_temp_c,annual_mean_rainfall_mm,soil_org_carbon_pct,surface_water_sq_km,population_density,greenery_deficit_pct,deficit_score,pop_density_score,priority_index,agro_eco_zone_description,forestry_trees,horticulture_plants,sustainable_cover
1107,Sivagiri,Tirunelveli,Tamil Nadu,534.38,173124,503.82,160.31,-343.51,25.53,1894.02,39.54,16,323.9717055,0,0,0.009140519,0.365620743,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1108,Chandannagar,Hugli,West Bengal,512.54,725456,497.45,153.76,-343.69,26.39,1399.72,31.88,12.67,1415.413431,0,0,0.039934391,1.597375641,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1109,Etmadpur,Firozabad,Uttar Pradesh,734.88,829276,564.27,220.46,-343.81,24.38,730.13,21.24,9.71,1128.450904,0,0,0.031838047,1.273521888,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1110,Malvan,Sindhudurg,Maharashtra,652.68,95954,539.78,195.81,-343.97,27.09,2382.44,33.43,15.67,147.0153827,0,0,0.004147883,0.165915333,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1111,Sabrum,South Tripura,Tripura,502.73,145057,496.12,150.82,-345.3,25.67,3018.94,31.17,1.95,288.5385794,0,0,0.00814081,0.325632418,Unclassified,N/A,N/A,General local species
1112,Bhiloda,Aravalli,Gujarat,728.8,232363,563.98,218.64,-345.34,25.2,1008.91,20.08,36.97,318.8295829,0,0,0.008995439,0.359817561,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1113,Sardhana,Meerut,Uttar Pradesh,599.85,719402,525.41,179.95,-345.46,23.67,1063.09,23.32,1.99,1199.303159,0,0,0.033837069,1.353482742,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1114,Rupbas,Bharatpur,Rajasthan,591.51,281913,523.51,177.45,-346.06,24.68,651.21,19.5,0.86,476.5988741,0,0,0.013446733,0.5378693,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1115,Maregaon,Yavatmal,Maharashtra,1332.03,149479,746.25,399.61,-346.64,27.16,1287.64,19.66,19.46,112.218944,0,0,0.003166139,0.126645547,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1116,Leteri,Vidisha,Madhya Pradesh,1005.18,132388,648.42,301.55,-346.87,24.37,926.86,17.32,6.33,131.7057641,0,0,0.003715939,0.148637546,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1117,Kasom Khullen,Ukhrul,Manipur,498.61,12450,496.96,149.58,-347.38,21.42,1438.13,42.77,0.06,24.96941497,0,0,0.000704486,0.028179424,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1118,Rahuri,Ahmadnagar,Maharashtra,1065.54,300921,667.05,319.66,-347.39,25.45,669.03,19.39,51.82,282.4117349,0,0,0.007967948,0.318717921,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1119,Narsapur,West Godavari,Andhra Pradesh,655.63,576430,544.82,196.69,-348.13,28.13,914.26,32.77,150.61,879.2001586,0,0,0.024805701,0.992228056,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1120,Palmaner,Chittoor,Andhra Pradesh,1077.82,302940,672.25,323.35,-348.9,24.9,1333.75,24.64,18.13,281.0673396,0,0,0.007930017,0.317200693,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1121,Chandur Bazar,Amravati,Maharashtra,633.31,189838,539.25,189.99,-349.26,25.71,1147.14,19.14,6.48,299.7552541,0,0,0.008457277,0.338291082,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1122,Gargoti,Kolhapur,Maharashtra,658.29,139599,546.86,197.49,-349.37,24.66,1060.41,31.37,13.18,212.0630725,0,0,0.005983135,0.239325401,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1123,Mannargudi,Thiruvarur,Tamil Nadu,1617.62,751734,834.76,485.28,-349.48,28.07,1594.95,33.44,146.75,464.7160643,0,0,0.013111472,0.524458865,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1124,Valpoy,North Goa,Goa,515.46,49713,504.24,154.64,-349.6,25.34,2054.89,35.01,4.59,96.44395297,0,0,0.002721064,0.10884256,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1125,Tufanganj,Koch Bihar,West Bengal,572.35,419549,522.74,171.71,-351.03,24.39,2431.29,29.61,29.49,733.0287412,0,0,0.02068163,0.827265186,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1126,Khandar,Sawai Madhopur,Rajasthan,879.22,112888,615.89,263.77,-352.12,24.97,702.46,18.8,29.84,128.3956234,0,0,0.003622547,0.144901862,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1127,Rampur,Shimla,Himachal Pradesh,978.59,106566,647.19,293.58,-353.61,5.64,1201,48.46,5.75,108.8974954,0,0,0.003072428,0.1228971,"Cold, temperate, mountain ecosystem. (AEZ 14)","Cedrus deodara (Deodar), Pinus roxburghii (Chir Pine), Quercus leucotrichophora (Banj Oak)","Malus domestica (Apple), Prunus armeniaca (Apricot), Juglans regia (Walnut)","Native alpine shrubs, Terraced farming stabilization plants"
1128,Paramakkudi,Ramanathapuram,Tamil Nadu,765.93,213129,584.04,229.78,-354.26,28.21,1000.31,30.45,27.16,278.261721,0,0,0.00785086,0.314034391,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1129,Belur,Hassan,Karnataka,841.71,166775,607.07,252.51,-354.56,22.67,838.51,29.23,24.77,198.1383137,0,0,0.005590263,0.223610508,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1130,Mudhol,Bagalkot,Karnataka,953.41,286076,640.8,286.02,-354.78,26.32,355.35,20.08,7.99,300.0555899,0,0,0.008465751,0.338630028,"Very hot, arid climate. (AEZ 2: Western Plains)","Prosopis cineraria (Khejri), Acacia tortilis (Israeli Babul), Tecomella undulata (Rohida)","Ziziphus mauritiana (Ber), Punica granatum (Pomegranate), Emblica officinalis (Amla)","Cenchrus ciliaris (Dhaman grass), Lasiurus sindicus (Sewan grass), Xerophytic shrubs"
1131,Erode,Erode,Tamil Nadu,760.56,639681,583.12,228.17,-354.95,27.98,909.65,25.98,1.33,841.0657936,0,0,0.023729781,0.949191227,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1132,Honnali,Davanagere,Karnataka,869.16,230773,616.02,260.75,-355.27,25.27,541.27,22.8,17.99,265.5126789,0,0,0.007491159,0.299646362,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1133,Badnawar,Dhar,Madhya Pradesh,1054.15,254633,672.26,316.24,-356.02,24.81,1210.26,17.92,13.24,241.5529099,0,0,0.00681516,0.272606382,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1134,Khanpur,Jhalawar,Rajasthan,905.9,177036,628.52,271.77,-356.75,25.53,780.53,17.91,11.86,195.4255437,0,0,0.005513725,0.22054899,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1135,Hassan,Hassan,Karnataka,936.33,334834,637.72,280.9,-356.82,22.71,708.39,26.28,41.58,357.6025547,0,0,0.010089377,0.403575095,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1136,Shevgaon,Ahmadnagar,Maharashtra,1089.01,239522,683.93,326.7,-357.23,26.02,670.26,19.55,149.6,219.9447204,0,0,0.006205507,0.248220295,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1137,Kanigiri,Prakasam,Andhra Pradesh,2667.89,295763,1157.62,800.37,-357.25,28.28,725.71,24.93,26.35,110.8602679,0,0,0.003127805,0.125112202,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1138,Babai,Hoshangabad,Madhya Pradesh,578.8,130187,531.12,173.64,-357.48,25.43,1302.95,20.24,11.25,224.9257084,0,0,0.006346041,0.253841627,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1139,Goregaon,Gondiya,Maharashtra,653.42,172017,553.8,196.02,-357.78,26.3,1629.2,22.81,18.16,263.2564048,0,0,0.007427501,0.297100027,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1140,Karhal,Mainpuri,Uttar Pradesh,558.82,334633,525.94,167.65,-358.29,24.48,776.15,21.91,2.1,598.8207294,0,0,0.016895093,0.675803709,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1141,Nilagiri,Baleshwar,Odisha,686.67,234307,564.67,206,-358.67,26.18,1501.34,34.1,4.52,341.22213,0,0,0.009627221,0.385088842,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1142,Ambikapur,Balrampur,Chhattisgarh,785.84,115636,594.56,235.75,-358.81,23.6,1034.25,23.88,8.14,147.149547,0,0,0.004151669,0.166066745,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1143,Ghumarwin,Bilaspur,Himachal Pradesh,615.32,243167,544.31,184.6,-359.71,19.06,1743.63,38.78,64.44,395.1878697,0,0,0.011149807,0.445992289,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1144,Pilibangan,Hanumangarh,Rajasthan,710.13,114495,573.77,213.04,-360.73,24.8,457.46,18.06,5.85,161.2310422,0,0,0.004548963,0.181958524,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1145,Gundlupet,Chamrajnagar,Karnataka,1371.66,194246,772.3,411.5,-360.8,22.89,1039.49,30.35,3.4,141.613811,0,0,0.003995484,0.159819348,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1146,Borsad,Anand,Gujarat,607.32,644552,543.59,182.2,-361.39,27.03,963.3,19.01,15.05,1061.305407,0,0,0.029943608,1.197744325,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1147,Tanuku,West Godavari,Andhra Pradesh,571.47,522348,532.84,171.44,-361.4,28.08,933.01,30.97,45.59,914.0427319,0,0,0.025788748,1.031549908,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1148,Limbdi,Surendranagar,Gujarat,1681.61,260077,865.98,504.48,-361.5,27.88,752.8,19,206.64,154.6595227,0,0,0.004363555,0.174542186,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1149,Warora,Chandrapur,Maharashtra,1099.15,159773,692.54,329.75,-362.79,27.23,1385.92,19,27.69,145.3605058,0,0,0.004101193,0.164047709,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1150,Pathalgaon,Jashpur,Chhattisgarh,807.69,165634,606.27,242.31,-363.96,24.54,1300.38,25.19,8.33,205.0712526,0,0,0.005785868,0.231434729,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1151,Naenwa,Bundi,Rajasthan,1338.37,269000,765.64,401.51,-364.13,25.27,638.34,18.57,42.16,200.9907574,0,0,0.005670741,0.226829655,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1152,Sarangpur,Rajgarh,Madhya Pradesh,929.93,266876,643.2,278.98,-364.22,25.07,1008.78,17.13,15.15,286.9850419,0,0,0.008096979,0.323879161,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1153,Lalsot,Dausa,Rajasthan,705.01,335109,576.35,211.5,-364.85,24.43,646.06,19.46,4.4,475.3251727,0,0,0.013410796,0.536431855,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1154,Latur,Latur,Maharashtra,1504.14,756299,816.3,451.24,-365.06,25.53,949.63,19.59,34.47,502.8115734,0,0,0.014186296,0.567451842,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1155,Asandh,Karnal,Haryana,557.31,254833,533.05,167.19,-365.86,23.59,823.79,18.77,2.02,457.2553875,0,0,0.012900977,0.516039061,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1156,Okhimath,Rudraprayag,Uttarakhand,1215.27,113963,730.88,364.58,-366.3,2.52,1456.78,53.07,6.13,93.77586874,0,0,0.002645787,0.105831473,Unclassified,N/A,N/A,General local species
1157,Jobat,Alirajpur,Madhya Pradesh,1090.84,271620,693.94,327.25,-366.69,25.48,1092.32,18,15.08,249.00077,0,0,0.007025293,0.281011721,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1158,Mundgod,Uttara Kannada,Karnataka,669.7,124529,567.9,200.91,-366.99,25.03,872.04,26.58,10.16,185.9474392,0,0,0.00524631,0.209852403,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1159,Warud,Amravati,Maharashtra,750.05,189658,592.14,225.01,-367.13,25.54,1167.67,18.3,25.07,252.860476,0,0,0.007134191,0.285367622,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1160,Una,Junagadh,Gujarat,897.22,325047,636.39,269.17,-367.22,27.04,783.84,20.42,22.08,362.2823834,0,0,0.010221414,0.408856551,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1161,Neyyattinkara,Thiruvananthapuram,Kerala,538.97,691903,528.97,161.69,-367.28,25.53,2138.01,37.67,9.69,1283.750487,0,0,0.03621966,1.44878642,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1162,Dharampur,Valsad,Gujarat,1631.68,576325,857.13,489.5,-367.63,26.14,1685.62,26.95,40.95,353.2095754,0,0,0.009965434,0.398617365,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1163,Bawani Khera,Bhiwani,Haryana,606.85,224097,550.04,182.06,-367.98,24.56,717.75,17.59,2.26,369.279064,0,0,0.010418818,0.416752709,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1164,Khargon,West Nimar,Madhya Pradesh,899.92,292842,638.45,269.98,-368.47,26.34,955.1,17.41,4.55,325.4089252,0,0,0.009181068,0.367242729,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
